"typeID";"groupID";"typeName";"description";"graphicID";"radius";"mass";"volume";"capacity";"portionSize";"raceID";"basePrice";"published";"marketGroupID";"chanceOfDuplicating"
"16286";"365";"Ultra Fast Control Tower";"For debugging purposes";"2593";"3394";"1000000";"1150";"100000";"1";"4";"100000000";"False";"";"0"
"16287";"818";"Tazmyr's Capsule";"This is an escape capsule which is released upon the destruction of ones ship.";"1679";"10";"32000";"1000";"0";"1";"";"0";"False";"";"0"
"16288";"818";"Tazmyr";"Tazmyr the Amarrian. Flies a Minmatar frigate when in Minmatar space to blend in with the locals.  Threat level: Very high";"44";"32.890000000000001";"1000000";"12000";"80";"1";"2";"0";"False";"";"7.0000000000000007E-2"
"16289";"405";"V-40 Phototronic Decalibrator";"Broadcasts a signal in all directions which cause all cloaked objects within the limited range to uncloak.";"2032";"1000";"0";"10";"0";"1";"";"1130360";"False";"";"0"
"16291";"405";"V-80 Phototronic Decalibrator";"Broadcasts a signal in all directions which cause all cloaked objects within the limited range to uncloak.";"2032";"1000";"0";"10";"0";"1";"";"1130360";"False";"";"0"
"16293";"405";"V-120 Phototronic Decalibrator";"Broadcasts a signal in all directions which cause all cloaked objects within the limited range to uncloak.";"2032";"1000";"0";"10";"0";"1";"";"1130360";"False";"";"0"
"16295";"405";"'Voila' Anti-Cloaking Pulse I";"Broadcasts a signal in all directions which cause all cloaked objects within the limited range to uncloak.";"2032";"1000";"0";"10";"0";"1";"";"1130360";"False";"";"0"
"16297";"315";"'Accord' I Core Compensation";"When activated this unit attempts to compensate for fluctuations and disruptions of the ships warp core.    ";"97";"0";"0";"5";"0";"1";"";"9994";"True";"1088";"7.0000000000000007E-2"
"16299";"315";"'Repose' I Core Compensation";"When activated this unit attempts to compensate for fluctuations and disruptions of the ships warp core.    ";"97";"0";"0";"5";"0";"1";"";"9994";"True";"1088";"7.0000000000000007E-2"
"16301";"315";"'Stoic' Core Equalizer I";"When activated this unit attempts to compensate for fluctuations and disruptions of the ships warp core.    ";"97";"0";"0";"5";"0";"1";"";"9994";"True";"1088";"7.0000000000000007E-2"
"16303";"315";"'Halcyon' Core Equalizer I";"When activated this unit attempts to compensate for fluctuations and disruptions of the ships warp core.    ";"97";"0";"0";"5";"0";"1";"";"9994";"True";"1088";"7.0000000000000007E-2"
"16305";"98";"Dual-sheathed Adaptive Nano Plating I";"This cutting edge system is the most versatile nano plating around. It has the ability to instantly adapt to any attack. However, it is somewhat less effective than a specialized plating. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1030";"10";"1";"5";"0";"1";"";"7468";"True";"540";"7.0000000000000007E-2"
"16307";"98";"Triple-sheathed Adaptive Nano Plating I";"This cutting edge system is the most versatile nano plating around. It has the ability to instantly adapt to any attack. However, it is somewhat less effective than a specialized plating. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1030";"10";"1";"5";"0";"1";"";"7468";"True";"540";"7.0000000000000007E-2"
"16309";"98";"'Collateral' Adaptive Nano Plating I";"This cutting edge system is the most versatile nano plating around. It has the ability to instantly adapt to any attack. However, it is somewhat less effective than a specialized plating. 

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1030";"10";"1";"5";"0";"1";"";"7468";"True";"540";"7.0000000000000007E-2"
"16311";"98";"'Refuge' Adaptive Nano Plating I";"This cutting edge system is the most versatile nano plating around. It has the ability to instantly adapt to any attack. However, it is somewhat less effective than a specialized plating. 

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1030";"10";"1";"5";"0";"1";"";"7468";"True";"540";"7.0000000000000007E-2"
"16313";"98";"Dual-sheathed Magnetic Plating I";"This plating utilizes a magnetic field to deflect kinetic attacks. Grants a bonus to kinetic resistance. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1030";"10";"1";"5";"0";"1";"";"4974";"True";"540";"7.0000000000000007E-2"
"16315";"98";"Triple-sheathed Magnetic Plating I";"This plating utilizes a magnetic field to deflect kinetic attacks. Grants a bonus to kinetic resistance. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1030";"10";"1";"5";"0";"1";"";"4974";"True";"540";"7.0000000000000007E-2"
"16317";"98";"Dipolar Weave Magnetic Plating";"This plating utilizes a magnetic field to deflect kinetic attacks. Grants a bonus to kinetic resistance. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1030";"10";"1";"5";"0";"1";"";"4974";"True";"540";"7.0000000000000007E-2"
"16319";"98";"'Aegis' Combustive Field Plating I";"An array of microscopic reactive bombs that are exploded to counter explosive damage. Grants a bonus to explosive resistance. 

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.
";"1030";"10";"1";"5";"0";"1";"";"4974";"True";"540";"7.0000000000000007E-2"
"16321";"98";"Dual-sheathed Reactive Plating I";"An array of microscopic reactive bombs that are exploded to counter explosive damage. Grants a bonus to explosive resistance. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1030";"10";"1";"5";"0";"1";"";"4974";"True";"540";"7.0000000000000007E-2"
"16323";"98";"Triple-sheathed Reactive Plating I";"An array of microscopic reactive bombs that are exploded to counter explosive damage. Grants a bonus to explosive resistance. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1030";"10";"1";"5";"0";"1";"";"4974";"True";"540";"7.0000000000000007E-2"
"16325";"98";"'Rampart' Magnetic Field Plating I";"This plating utilizes a magnetic field to deflect kinetic attacks. Grants a bonus to kinetic resistance.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1030";"10";"1";"5";"0";"1";"";"4974";"True";"540";"7.0000000000000007E-2"
"16327";"98";"'Element' Magnetic Plating I";"This plating utilizes a magnetic field to deflect kinetic attacks. Grants a bonus to kinetic resistance. 

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.
";"1030";"10";"1";"5";"0";"1";"";"4974";"True";"540";"7.0000000000000007E-2"
"16329";"98";"Dual-sheathed Reflective Plating I";"An array of microscopic reactive prisms that disperse electromagnetic radiation. Grants a bonus to EM resistance. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1030";"10";"1";"5";"0";"1";"";"4974";"True";"540";"7.0000000000000007E-2"
"16331";"98";"Triple-sheathed Reflective Plating I";"An array of microscopic reactive prisms that disperse electromagnetic radiation. Grants a bonus to EM resistance. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1030";"10";"1";"5";"0";"1";"";"4974";"True";"540";"7.0000000000000007E-2"
"16333";"98";"'Contour' Reflective Plating I";"Attempts to distribute electro-magnetic energy over the entire plating. Grants a bonus to EM resistance. 

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1030";"10";"1";"5";"0";"1";"";"4974";"True";"540";"7.0000000000000007E-2"
"16335";"98";"'Spiegel' Reflective Plating I";"Attempts to distribute Electro-Magnetic energy over the entire plating. Grants a bonus to EM resistance. 

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1030";"10";"1";"5";"0";"1";"";"4974";"True";"540";"7.0000000000000007E-2"
"16337";"98";"Dual-sheathed Thermic Plating I";"Attempts to distribute thermal energy over the entire plating. Grants a bonus to thermal resistance. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1030";"10";"1";"5";"0";"1";"";"4974";"True";"540";"7.0000000000000007E-2"
"16339";"98";"Triple-sheathed Thermic Plating I";"Attempts to distribute thermal energy over the entire plating. Grants a bonus to thermal resistance. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1030";"10";"1";"5";"0";"1";"";"4974";"True";"540";"7.0000000000000007E-2"
"16341";"98";"Interphase Heat Diffusion Plating";"Attempts to distribute thermal energy over the entire plating. Grants a bonus to thermal resistance. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1030";"10";"1";"5";"0";"1";"";"4974";"True";"540";"7.0000000000000007E-2"
"16343";"98";"Electrostatic Heat Diffusion Plating";"Attempts to distribute thermal energy over the entire plating. Grants a bonus to thermal resistance. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1030";"10";"1";"5";"0";"1";"";"4974";"True";"540";"7.0000000000000007E-2"
"16345";"98";"Dual-sheathed Regenerative Plating I";"This plating attempts to seal holes in the armor thus effectively increasing its hit points. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1030";"10";"1";"5";"0";"1";"";"4974";"True";"540";"7.0000000000000007E-2"
"16347";"98";"Triple-sheathed Regenerative Plating I";"This plating attempts to seal holes in the armor thus effectively increasing its hit points. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1030";"10";"1";"5";"0";"1";"";"4974";"True";"540";"7.0000000000000007E-2"
"16349";"98";"'Scarab' Regenerative Plating I";"This plating attempts to seal holes in the armor thus effectively increasing its hit points. 

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1030";"10";"1";"5";"0";"1";"";"4974";"True";"540";"7.0000000000000007E-2"
"16351";"98";"'Grail' Regenerative Plating I";"This plating attempts to seal holes in the armor thus effectively increasing its hit points. 

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1030";"10";"1";"5";"0";"1";"";"4974";"True";"540";"7.0000000000000007E-2"
"16353";"328";"Voltaic Nanite EM Hardener I";"A enhanced version of the standard EM armor plating. Uses advanced magnetic field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1030";"10";"1";"5";"0";"1";"";"200000";"True";"535";"7.0000000000000007E-2"
"16355";"328";"Microcell Nanite EM Hardener I";"A enhanced version of the standard EM armor plating. Uses advanced magnetic field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1030";"10";"1";"5";"0";"1";"";"200000";"True";"535";"7.0000000000000007E-2"
"16357";"328";"Radioisotope EM Hardener I";"A enhanced version of the standard EM armor plating. Uses advanced magnetic field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1030";"10";"1";"5";"0";"1";"";"200000";"True";"535";"7.0000000000000007E-2"
"16359";"328";"N-Type EM Hardener I";"A enhanced version of the standard EM armor plating. Uses advanced magnetic field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1030";"10";"1";"5";"0";"1";"";"200000";"True";"535";"7.0000000000000007E-2"
"16361";"328";"Voltaic Nanite Explosive Hardener I";"A enhanced version of the standard explosive armor plating. Uses advanced magnetic field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1030";"10";"1";"5";"0";"1";"";"350000";"True";"535";"7.0000000000000007E-2"
"16363";"328";"Microcell Nanite Explosive Hardener I";"A enhanced version of the standard explosive armor plating. Uses advanced magnetic field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1030";"10";"1";"5";"0";"1";"";"350000";"True";"535";"7.0000000000000007E-2"
"16365";"328";"Radioisotope Explosive Hardener I";"A enhanced version of the standard explosive armor plating. Uses advanced magnetic field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1030";"10";"1";"5";"0";"1";"";"350000";"True";"535";"7.0000000000000007E-2"
"16367";"328";"N-Type Explosive Hardener I";"A enhanced version of the standard explosive armor plating. Uses advanced magnetic field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1030";"10";"1";"5";"0";"1";"";"350000";"True";"535";"7.0000000000000007E-2"
"16369";"328";"Voltaic Nanite Kinetic Hardener I";"A enhanced version of the standard kinetic armor plating. Uses advanced magnetic field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1030";"10";"1";"5";"0";"1";"";"300000";"True";"535";"7.0000000000000007E-2"
"16371";"328";"Microcell Nanite Kinetic Hardener I";"A enhanced version of the standard kinetic armor plating. Uses advanced magnetic field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1030";"10";"1";"5";"0";"1";"";"300000";"True";"535";"7.0000000000000007E-2"
"16373";"328";"Radioisotope Kinetic Hardener I";"A enhanced version of the standard kinetic armor plating. Uses advanced magnetic field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1030";"10";"1";"5";"0";"1";"";"300000";"True";"535";"7.0000000000000007E-2"
"16375";"328";"N-Type Kinetic Hardener I";"A enhanced version of the standard kinetic armor plating. Uses advanced magnetic field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1030";"10";"1";"5";"0";"1";"";"300000";"True";"535";"7.0000000000000007E-2"
"16377";"328";"Voltaic Nanite Thermic Hardener I";"A enhanced version of the standard thermic armor plating. Uses advanced magnetic field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1030";"10";"1";"5";"0";"1";"";"250000";"True";"535";"7.0000000000000007E-2"
"16379";"328";"Microcell Nanite Thermic Hardener I";"A enhanced version of the standard thermic armor plating. Uses advanced magnetic field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1030";"10";"1";"5";"0";"1";"";"250000";"True";"535";"7.0000000000000007E-2"
"16381";"328";"Radioisotope Thermic Hardener I";"A enhanced version of the standard thermic armor plating. Uses advanced magnetic field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1030";"10";"1";"5";"0";"1";"";"250000";"True";"535";"7.0000000000000007E-2"
"16383";"328";"N-Type Thermic Hardener I";"A enhanced version of the standard thermic armor plating. Uses advanced magnetic field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"1030";"10";"1";"5";"0";"1";"";"250000";"True";"535";"7.0000000000000007E-2"
"16385";"326";"Voltaic Nanite Adaptive Membrane I";"A enhanced version of the standard Adaptive Nano armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2066";"10";"1";"5";"0";"1";"";"100000";"True";"541";"7.0000000000000007E-2"
"16387";"326";"Microcell Nanite Adaptive Membrane I";"A enhanced version of the standard Adaptive Nano armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2066";"10";"1";"5";"0";"1";"";"100000";"True";"541";"7.0000000000000007E-2"
"16389";"326";"Radioisotope Adaptive Nano Membrane I";"A enhanced version of the standard Adaptive Nano armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2066";"10";"1";"5";"0";"1";"";"100000";"True";"541";"7.0000000000000007E-2"
"16391";"326";"N-Type Adaptive Nano Membrane I";"A enhanced version of the standard Adaptive Nano armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2066";"10";"1";"5";"0";"1";"";"100000";"True";"541";"7.0000000000000007E-2"
"16393";"326";"Voltaic Nanite Magnetic Membrane I";"A enhanced version of the standard Magnetic armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2066";"10";"1";"5";"0";"1";"";"75000";"True";"541";"7.0000000000000007E-2"
"16395";"326";"Microcell Nanite Magnetic Membrane I";"A enhanced version of the standard Magnetic armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2066";"10";"1";"5";"0";"1";"";"75000";"True";"541";"7.0000000000000007E-2"
"16397";"326";"Radioisotope Magnetic Membrane I";"An enhanced version of the standard Magnetic armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2066";"10";"1";"5";"0";"1";"";"75000";"True";"541";"7.0000000000000007E-2"
"16399";"326";"N-Type Magnetic Membrane I";"A enhanced version of the standard Magnetic armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2066";"10";"1";"5";"0";"1";"";"75000";"True";"541";"7.0000000000000007E-2"
"16401";"326";"Voltaic Nanite Reactive Membrane I";"A enhanced version of the standard Reactive  armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2066";"10";"1";"5";"0";"1";"";"75000";"True";"541";"7.0000000000000007E-2"
"16403";"326";"Microcell Nanite Reactive Membrane I";"A enhanced version of the standard Reactive  armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2066";"10";"1";"5";"0";"1";"";"75000";"True";"541";"7.0000000000000007E-2"
"16405";"326";"Radioisotope Reactive Membrane I";"A enhanced version of the standard Reactive  armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2066";"10";"1";"5";"0";"1";"";"75000";"True";"541";"7.0000000000000007E-2"
"16407";"326";"N-Type Reactive Membrane I";"A enhanced version of the standard Reactive  armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2066";"10";"1";"5";"0";"1";"";"75000";"True";"541";"7.0000000000000007E-2"
"16409";"326";"Voltaic Nanite Reflective Membrane I";"A enhanced version of the standard Reflective armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2066";"10";"1";"5";"0";"1";"";"75000";"True";"541";"7.0000000000000007E-2"
"16411";"326";"Microcell Nanite Reflective Membrane I";"A enhanced version of the standard Reflective armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2066";"10";"1";"5";"0";"1";"";"75000";"True";"541";"7.0000000000000007E-2"
"16413";"326";"Radioisotope Reflective Membrane I";"A enhanced version of the standard Reflective armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2066";"10";"1";"5";"0";"1";"";"75000";"True";"541";"7.0000000000000007E-2"
"16415";"326";"N-Type Reflective Membrane I";"A enhanced version of the standard Reflective armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2066";"10";"1";"5";"0";"1";"";"75000";"True";"541";"7.0000000000000007E-2"
"16417";"326";"Voltaic Nanite Regenerative Membrane I";"A enhanced version of the standard Regenerative armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2066";"10";"1";"5";"0";"1";"";"75000";"True";"541";"7.0000000000000007E-2"
"16419";"326";"Microcell Nanite Regenerative Membrane I";"A enhanced version of the standard Regenerative armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2066";"10";"1";"5";"0";"1";"";"75000";"True";"541";"7.0000000000000007E-2"
"16421";"326";"Radioisotope Regenerative Membrane I";"A enhanced version of the standard Regenerative armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2066";"10";"1";"5";"0";"1";"";"75000";"True";"541";"7.0000000000000007E-2"
"16423";"326";"N-Type Regenerative Membrane I";"A enhanced version of the standard Regenerative armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2066";"10";"1";"5";"0";"1";"";"75000";"True";"541";"7.0000000000000007E-2"
"16425";"326";"Voltaic Nanite Thermic Membrane I";"A enhanced version of the standard Thermic armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2066";"10";"1";"5";"0";"1";"";"75000";"True";"541";"7.0000000000000007E-2"
"16427";"326";"Microcell Nanite Thermic Membrane I";"A enhanced version of the standard Thermic armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2066";"10";"1";"5";"0";"1";"";"75000";"True";"541";"7.0000000000000007E-2"
"16429";"326";"Radioisotope Thermic Membrane I";"A enhanced version of the standard Thermic armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2066";"10";"1";"5";"0";"1";"";"75000";"True";"541";"7.0000000000000007E-2"
"16431";"326";"N-Type Thermic Membrane I";"A enhanced version of the standard Thermic armor plating. Uses advanced magnetic Field generators to strengthen the Nanobot Plating integrity. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2066";"10";"1";"5";"0";"1";"";"75000";"True";"541";"7.0000000000000007E-2"
"16433";"325";"Small I-ax Regenerative Projector";"This module uses nano-assemblers to repair damage done to the armor of the Target ship.";"80";"0";"20";"5";"0";"1";"";"4996";"True";"1059";"7.0000000000000007E-2"
"16435";"325";"Small Coaxial Regenerative Projector";"This module uses nano-assemblers to repair damage done to the armor of the Target ship.";"80";"0";"20";"5";"0";"1";"";"4996";"True";"1059";"7.0000000000000007E-2"
"16437";"325";"Small 'Arup' I Remote Bulwark Reconstruction";"This module uses nano-assemblers to repair damage done to the armor of the Target ship.";"80";"0";"20";"5";"0";"1";"";"4996";"True";"1059";"7.0000000000000007E-2"
"16439";"325";"Small 'Solace' I Remote Bulwark Reconstruction";"This module uses nano-assemblers to repair damage done to the armor of the Target ship.";"80";"0";"20";"5";"0";"1";"";"4996";"True";"1059";"7.0000000000000007E-2"
"16441";"325";"Medium I-ax Regenerative Projector";"This module uses nano-assemblers to repair damage done to the armor of the Target ship.";"80";"0";"20";"10";"0";"1";"";"12470";"True";"1058";"7.0000000000000007E-2"
"16443";"325";"Medium Coaxial Regenerative Projector";"This module uses nano-assemblers to repair damage done to the armor of the Target ship.";"80";"0";"20";"10";"0";"1";"";"12470";"True";"1058";"7.0000000000000007E-2"
"16445";"325";"Medium 'Arup' I Remote Bulwark Reconstruction";"This module uses nano-assemblers to repair damage done to the armor of the Target ship.";"80";"0";"20";"10";"0";"1";"";"12470";"True";"1058";"7.0000000000000007E-2"
"16447";"325";"Medium 'Solace' I Remote Bulwark Reconstruction";"This module uses nano-assemblers to repair damage done to the armor of the Target ship.";"80";"0";"20";"10";"0";"1";"";"12470";"True";"1058";"7.0000000000000007E-2"
"16449";"325";"Large I-ax Regenerative Projector";"This module uses nano-assemblers to repair damage done to the armor of the Target ship.";"80";"0";"20";"50";"0";"1";"";"31244";"True";"1057";"7.0000000000000007E-2"
"16451";"325";"Large Coaxial Regenerative Projector";"This module uses nano-assemblers to repair damage done to the armor of the Target ship.";"80";"0";"20";"50";"0";"1";"";"31244";"True";"1057";"7.0000000000000007E-2"
"16453";"325";"Large 'Arup' I Remote Bulwark Reconstruction";"This module uses nano-assemblers to repair damage done to the armor of the Target ship.";"80";"0";"20";"50";"0";"1";"";"31244";"True";"1057";"7.0000000000000007E-2"
"16455";"325";"Large 'Solace' I Remote Bulwark Reconstruction";"This module uses nano-assemblers to repair damage done to the armor of the Target ship.";"80";"0";"20";"50";"0";"1";"";"31244";"True";"1057";"7.0000000000000007E-2"
"16457";"367";"Cross-linked Bolt Array I";"A computer system designed for monitoring and guiding missiles in flight, thus allowing for superior effectivenes and lethality. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2531";"1";"1";"5";"0";"1";"";"49920";"True";"645";"7.0000000000000007E-2"
"16459";"367";"Muon Coil Bolt Array I";"A computer system designed for monitoring and guiding missiles in flight, thus allowing for superior effectivenes and lethality. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2531";"1";"1";"5";"0";"1";"";"49920";"True";"645";"7.0000000000000007E-2"
"16461";"367";"Multiphasic Bolt Array I";"A computer system designed for monitoring and guiding missiles in flight, thus allowing for superior effectivenes and lethality. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2531";"1";"1";"5";"0";"1";"";"49920";"True";"645";"7.0000000000000007E-2"
"16463";"367";"'Pandemonium' I Ballistic Enhancement";"A computer system designed for monitoring and guiding missiles in flight, thus allowing for superior effectivenes and lethality. Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.";"2531";"1";"1";"5";"0";"1";"";"49920";"True";"645";"7.0000000000000007E-2"
"16465";"71";"Medium Rudimentary Energy Destabilizer I";"Neutralizes a portion of the energy in the target ship's capacitor.";"1283";"0";"2000";"5";"0";"1";"";"99840";"True";"690";"7.0000000000000007E-2"
"16467";"71";"Medium 'Gremlin' Power Core Disruptor I";"Neutralizes a portion of the energy in the target ship's capacitor.";"1283";"0";"2000";"5";"0";"1";"";"99840";"True";"690";"7.0000000000000007E-2"
"16469";"71";"50W Infectious Power System Malfunction";"Neutralizes a portion of the energy in the target ship's capacitor.";"1283";"0";"2000";"5";"0";"1";"";"99840";"True";"690";"7.0000000000000007E-2"
"16471";"71";"Medium Unstable Power Fluctuator I";"Neutralizes a portion of the energy in the target ship's capacitor.";"1283";"0";"2000";"5";"0";"1";"";"99840";"True";"690";"7.0000000000000007E-2"
"16473";"71";"Heavy Rudimentary Energy Destabilizer I";"Neutralizes a portion of the energy in the target ship's capacitor.";"1283";"0";"2000";"5";"0";"1";"";"499674";"True";"691";"7.0000000000000007E-2"
"16475";"71";"Heavy 'Gremlin' Power Core Disruptor I";"Neutralizes a portion of the energy in the target ship's capacitor.";"1283";"0";"2000";"5";"0";"1";"";"499674";"True";"691";"7.0000000000000007E-2"
"16477";"71";"500W Infectious Power System Malfunction";"Neutralizes a portion of the energy in the target ship's capacitor.";"1283";"0";"2000";"5";"0";"1";"";"499674";"True";"691";"7.0000000000000007E-2"
"16479";"71";"Heavy Unstable Power Fluctuator I";"Neutralizes a portion of the energy in the target ship's capacitor.";"1283";"0";"2000";"5";"0";"1";"";"499674";"True";"691";"7.0000000000000007E-2"
"16481";"67";"Large Asymmetric Energy Succor I";"Transfers capacitor energy to another ship";"1035";"1000";"1000";"5";"0";"1";"";"78840";"True";"697";"7.0000000000000007E-2"
"16483";"67";"Large Murky Energy Transmitter I";"Transfers capacitor energy to another ship";"1035";"1000";"1000";"5";"0";"1";"";"78840";"True";"697";"7.0000000000000007E-2"
